Genome_ID	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
G_129085	NA	G_129085_r_4	129351	129776	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	INTERNAL_STOP	142	142	100.00	98.59	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_129085	NA	G_129085_r_44	527	1963	+	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.00	100.00	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_129085	NA	G_129085_r_47	336	818	-	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_129085	NA	G_129085_r_54	465	842	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	126	126	100.00	100.00	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_129085	NA	G_129085_r_66	2	355	+	fusB	fusidic acid resistance EF-G-binding protein FusB	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	PARTIAL_CONTIG_ENDX	118	213	55.40	100.00	118	WP_000855537.1	fusidic acid resistance EF-G-binding protein FusB	NA	NA
G_130034	NA	G_130034_r_1	58507	58989	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_130034	NA	G_130034_r_3	53145	53570	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	99.30	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_130034	NA	G_130034_r_55	492	1955	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_130034	NA	G_130034_r_55	2057	2953	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_130034	NA	G_130034_r_8	157	999	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.64	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_130034	NA	G_130034_r_8	1106	2860	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.00	100.00	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_130034	NA	G_130034_r_8	2853	3230	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_129890	NA	G_129890_r_14	157	906	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	250	281	88.97	99.60	250	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_129890	NA	G_129890_r_14	1105	2859	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.00	100.00	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_129890	NA	G_129890_r_14	2852	3229	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_129890	NA	G_129890_r_23	205790	206215	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	99.30	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_129890	NA	G_129890_r_61	492	1955	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_129890	NA	G_129890_r_61	2057	2953	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_129890	NA	G_129890_r_89	58512	58994	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_128855	NA	G_128855_r_11	51458	51883	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	INTERNAL_STOP	142	142	100.00	98.59	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_128855	NA	G_128855_r_15	2472	5543	+	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	EXACTX	1024	1024	100.00	100.00	1024	WP_000163435.1	mupirocin-resistant isoleucine--tRNA ligase MupA	NA	NA
G_128855	NA	G_128855_r_30	1724	3160	+	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.00	100.00	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_128855	NA	G_128855_r_39	5998	7539	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
G_128855	NA	G_128855_r_45	453	1184	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
G_128855	NA	G_128855_r_60	1788	2165	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128855	NA	G_128855_r_60	2158	3912	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128855	NA	G_128855_r_60	4019	4729	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	237	281	84.34	99.16	237	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128855	NA	G_128855_r_61	2736	4739	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_128855	NA	G_128855_r_61	4839	6593	+	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	585	585	100.00	100.00	585	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
G_128855	NA	G_128855_r_61	6596	6964	+	mecI	mecA-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	123	123	100.00	100.00	123	WP_000369214.1	mecA-type methicillin resistance repressor MecI	NA	NA
G_128855	NA	G_128855_r_62	173934	174416	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_128855	NA	G_128855_r_76	3	713	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	237	281	84.34	99.16	237	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128855	NA	G_128855_r_76	820	2574	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128855	NA	G_128855_r_76	2567	2944	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128855	NA	G_128855_r_77	3	377	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	125	126	99.21	99.20	125	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128855	NA	G_128855_r_77	370	2124	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128855	NA	G_128855_r_77	2231	3073	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.29	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128855	NA	G_128855_r_78	3	377	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	125	126	99.21	99.20	125	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128855	NA	G_128855_r_78	370	2124	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128855	NA	G_128855_r_78	2231	3073	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	97.15	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_124119	NA	G_124119_r_1	2576	4579	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	BLASTX	668	668	100.00	99.85	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_124119	NA	G_124119_r_1	4679	5653	+	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	PARTIALX	325	585	55.56	100.00	325	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
G_124119	NA	G_124119_r_2	89059	90408	+	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.00	100.00	450	WP_001100299.1	tetracycline efflux MFS transporter Tet(38)	NA	NA
G_124119	NA	G_124119_r_46	153519	153935	+	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	139	139	100.00	100.00	139	WP_000920239.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	NA	NA
G_124119	NA	G_124119_r_53	3428	4270	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	281	281	100.00	99.64	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_124119	NA	G_124119_r_53	4377	6131	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	99.83	585	WP_001096376.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_124119	NA	G_124119_r_53	6124	6501	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_124119	NA	G_124119_r_53	9731	11272	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
G_124119	NA	G_124119_r_56	1286	2014	+	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	243	243	100.00	100.00	243	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NA	NA
G_124119	NA	G_124119_r_56	2146	2925	-	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTX	260	260	100.00	100.00	260	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	NA	NA
G_124119	NA	G_124119_r_73	522	1958	+	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.00	100.00	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_130009	NA	G_130009_r_17	157	999	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.64	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_130009	NA	G_130009_r_17	1106	2860	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.00	100.00	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_130009	NA	G_130009_r_17	2853	3230	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_130009	NA	G_130009_r_53	1471	2367	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_130009	NA	G_130009_r_53	2469	3932	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_130009	NA	G_130009_r_6	59332	59814	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_130009	NA	G_130009_r_7	54509	54934	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	99.30	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_50089	NA	G_50089_r_30	4471	6387	+	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_50089	NA	G_50089_r_41	243	2159	-	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_50089	NA	G_50089_r_42	664	2580	+	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_50089	NA	G_50089_r_53	5068	6984	-	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_109006	NA	G_109006_r_10	1490	4561	+	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	BLASTX	1024	1024	100.00	99.90	1024	WP_000163435.1	mupirocin-resistant isoleucine--tRNA ligase MupA	NA	NA
G_109006	NA	G_109006_r_15	704	2053	-	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.00	100.00	450	WP_001100300.1	tetracycline efflux MFS transporter Tet(38)	NA	NA
G_109006	NA	G_109006_r_16	1054	1845	-	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	264	264	100.00	100.00	264	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	NA	NA
G_109006	NA	G_109006_r_16	1941	2468	-	sat4	streptothricin N-acetyltransferase Sat4	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	BLASTX	176	180	100.00	97.78	180	WP_000627290.1	streptothricin N-acetyltransferase Sat4	NA	NA
G_109006	NA	G_109006_r_16	2468	3100	-	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	INTERNAL_STOP	211	302	69.87	99.53	211	WP_001255866.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	NA	NA
G_109006	NA	G_109006_r_23	10382	11356	-	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	PARTIALX	325	585	55.56	100.00	325	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
G_109006	NA	G_109006_r_23	11456	13459	+	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_109006	NA	G_109006_r_37	512	1975	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	488	488	100.00	100.00	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_109006	NA	G_109006_r_37	2077	2973	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_109006	NA	G_109006_r_37	13975	14817	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.00	100.00	281	WP_000733287.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_109006	NA	G_109006_r_37	14924	16678	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.38	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_109006	NA	G_109006_r_37	16671	17048	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	98.41	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_109006	NA	G_109006_r_42	321059	321475	-	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	139	139	100.00	100.00	139	WP_000920239.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	NA	NA
G_109006	NA	G_109006_r_44	12132	13673	-	qacB	quaternary ammonium compound efflux MFS transporter QacB	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	514	514	100.00	99.42	514	WP_000622778.1	quaternary ammonium compound efflux MFS transporter QacB	NA	NA
G_50113	NA	G_50113_r_1	723894	725810	+	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_50156	NA	G_50156_r_84	1034	2947	+	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	638	639	99.84	99.69	638	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_128900	NA	G_128900_r_149	779	3850	-	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	EXACTX	1024	1024	100.00	100.00	1024	WP_000163435.1	mupirocin-resistant isoleucine--tRNA ligase MupA	NA	NA
G_128900	NA	G_128900_r_2	1573	1950	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128900	NA	G_128900_r_2	1943	3697	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.73	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128900	NA	G_128900_r_2	3804	4646	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.29	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128900	NA	G_128900_r_36	36652	37077	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	INTERNAL_STOP	142	142	100.00	98.59	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_128900	NA	G_128900_r_37	72	1613	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
G_128900	NA	G_128900_r_47	1756	3759	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_128900	NA	G_128900_r_47	3859	5613	+	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	585	585	100.00	100.00	585	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
G_128900	NA	G_128900_r_47	5616	5984	+	mecI	mecA-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	123	123	100.00	100.00	123	WP_000369214.1	mecA-type methicillin resistance repressor MecI	NA	NA
G_128900	NA	G_128900_r_57	1256	1987	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
G_128900	NA	G_128900_r_59	33762	34244	-	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_128900	NA	G_128900_r_80	443	1879	+	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.00	100.00	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_130926	NA	G_130926_r_1	223426	223908	-	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	161	161	100.00	98.14	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_130926	NA	G_130926_r_10	57319	57744	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	95.07	142	WP_002437790.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_130926	NA	G_130926_r_14	4965	5807	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	98.58	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
