Pipolin_ID	Genome_ID	Pipolin_file	Pipolin_length	Contig_length	Genome_length	Contig_name	Contig_description	Contig_AN	Atts	Number_atts	Coordinates_atts	Length_atts	Integration_site	Genome_AN	Genome_file	Organism	Genus	Specie	AssemblyStatus	BiosampleAN	BiosampleID	Biosource	Coverage	Host	isolation_source	SRA	geo_location	Contamination_status
G_50100_1	G_50100	G_50100_1_v0.minimal.single_record.gbk	13732	13732	2259276	G_50100_r_127	Limosilactobacillus reuteri strain GQ_1_2_1 scaffold212, whole genome shotgun sequence	JAJGWC010000212.1	False	0	NA	NA	NA	GCA_020785755.1	GCA_020785755.1_ASM2078575v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN22258589	22258589	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GQ_1_2_1'}], 'Sex': '', 'Isolate': ''}	500	Quail	NA	 SRS10629360	USA:Nebraska	Not_contaminated
G_6535_0	G_6535	G_6535_0_v0.minimal.single_record.gbk	63101	74829	3464404	G_6535_r_7	Blautia obeum strain AM39-5AC AM39-5AC.Scaf15, whole genome shotgun sequence	QSGT01000015.1	False	0	NA	NA	NA	GCA_003467455.1	GCA_003467455.1_ASM346745v1_genomic.fna	Blautia obeum (firmicutes)	Blautia	Blautia obeum	Scaffold	SAMN09736514	9736514	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AM39-5AC'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_129881_0	G_129881	G_129881_0_v0.minimal.single_record.gbk	8839	8839	2505435	G_129881_r_57	Staphylococcus epidermidis strain SESURV_p0_417 NODE_39_length_8839_cov_336.247_ID_7244, whole genome shotgun sequence	VPTS01000039.1	False	0	NA	NA	NA	GCA_010147085.1	GCA_010147085.1_ASM1014708v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507875	12507875	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_417'}], 'Sex': '', 'Isolate': ''}	155.133	Homo sapiens	Popliteal_fossa	 SRS5258080	USA	Not_contaminated
G_131009_0	G_131009	G_131009_0_v0.minimal.single_record.gbk	8853	8853	2558180	G_131009_r_20	Staphylococcus epidermidis strain R6054 contig00020, whole genome shotgun sequence	JACGOR010000020.1	False	0	NA	NA	NA	GCA_015274775.1	GCA_015274775.1_ASM1527477v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN15665228	15665228	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R6054'}], 'Sex': '', 'Isolate': ''}	40	Homo sapiens	skin swab1378 from squamous cell carcinomas patient MST002	 SRS7110278	Australia: Brisbane	Not_contaminated
G_50173_0	G_50173	G_50173_0_v0.minimal.single_record.gbk	17658	17658	2234554	G_50173_r_134	Limosilactobacillus reuteri strain AP1 scaffold219, whole genome shotgun sequence	JAJGWO010000219.1	False	0	NA	NA	NA	GCA_020786095.1	GCA_020786095.1_ASM2078609v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258577	22258577	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AP1'}], 'Sex': '', 'Isolate': ''}	500	Argus Pheasent	NA	 SRS10629487	USA:Nebraska	Not_contaminated
G_130034_0	G_130034	G_130034_0_v0.minimal.single_record.gbk	8839	8839	2550445	G_130034_r_47	Staphylococcus epidermidis strain SESURV_p0_215 NODE_39_length_8839_cov_279.686_ID_6489, whole genome shotgun sequence	VPML01000039.1	False	0	NA	NA	NA	GCA_010150855.1	GCA_010150855.1_ASM1015085v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507686	12507686	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_215'}], 'Sex': '', 'Isolate': ''}	135.041	Homo sapiens	L_thumb	 SRS5257923	USA	Not_contaminated
G_49786_0	G_49786	G_49786_0_v0.minimal.single_record.gbk	7554	7554	2125717	G_49786_r_151	Limosilactobacillus reuteri strain KLR2002 NODE_83_length_7554_cov_3.66497_ID_8899, whole genome shotgun sequence	MIMJ01000151.1	False	0	NA	NA	NA	GCA_002128555.1	GCA_002128555.1_ASM212855v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751484	5751484	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR2002'}], 'Sex': '', 'Isolate': ''}	279	pig	feces	NA	South Korea	Not_contaminated
G_50160_0	G_50160	G_50160_0_v0.minimal.single_record.gbk	14268	14268	2285474	G_50160_r_143	Limosilactobacillus reuteri strain EF2_1 scaffold227, whole genome shotgun sequence	JAJGWI010000227.1	False	0	NA	NA	NA	GCA_020785995.1	GCA_020785995.1_ASM2078599v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258583	22258583	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'EF2_1'}], 'Sex': '', 'Isolate': ''}	500	Francolin	NA	 SRS10629416	USA:Nebraska	Not_contaminated
G_131022_0	G_131022	G_131022_0_v0.minimal.single_record.gbk	8853	8853	2529440	G_131022_r_20	Staphylococcus epidermidis strain R6051 contig00020, whole genome shotgun sequence	JACGOO010000020.1	False	0	NA	NA	NA	GCA_015274835.1	GCA_015274835.1_ASM1527483v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN15665225	15665225	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R6051'}], 'Sex': '', 'Isolate': ''}	40	Homo sapiens	skin swab1378 from squamous cell carcinomas patient MST002	 SRS7110272	Australia: Brisbane	Not_contaminated
G_49584_0	G_49584	G_49584_0_v0.minimal.single_record.gbk	36770	46427	1904551	G_49584_r_52	Limosilactobacillus agrestis strain WF-MO6-B scaffold56, whole genome shotgun sequence	JAJPDF010000056.1	False	0	NA	NA	NA	GCA_021168655.1	GCA_021168655.1_ASM2116865v1_genomic.fna	Limosilactobacillus agrestis (firmicutes)	Limosilactobacillus	Limosilactobacillus agrestis	Scaffold	SAMN23720006	23720006	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'WF-MO6-B'}], 'Sex': '', 'Isolate': ''}	500	Microtus oeconomus (root vole)	NA	NA	Lithuania: Vilnius	Not_contaminated
G_49955_1	G_49955	G_49955_1_v0.minimal.single_record.gbk	20166	20166	2112985	G_49955_r_56	Limosilactobacillus reuteri strain N2J NODE_22_length_20166_cov_96.502171, whole genome shotgun sequence	WJNC01000022.1	False	0	NA	NA	NA	GCA_009649475.1	GCA_009649475.1_ASM964947v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN13186404	13186404	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'N2J'}], 'Sex': '', 'Isolate': ''}	121.2	rat	gut	 SRS5640758	not applicable	Not_contaminated
G_49955_0	G_49955	G_49955_0_v0.complete.single_record.gbk	17431	246016	2112985	G_49955_r_53	Limosilactobacillus reuteri strain N2J NODE_1_length_246016_cov_107.073248, whole genome shotgun sequence	WJNC01000001.1	True	2	['[0:27](+)', '[17055:17082](+)']	[27, 27]	['transfer-messenger RNA, SsrA']	GCA_009649475.1	GCA_009649475.1_ASM964947v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN13186404	13186404	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'N2J'}], 'Sex': '', 'Isolate': ''}	121.2	rat	gut	 SRS5640758	not applicable	Not_contaminated
G_123932_0	G_123932	G_123932_0_v0.minimal.single_record.gbk	8708	8708	2923334	G_123932_r_69	Staphylococcus aureus isolate 110_20782 genome assembly, contig: NODE_50, whole genome shotgun sequence	CAJEOD010000069.1	False	0	NA	NA	NA	GCA_903990955.1	GCA_903990955.1_110_20782_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Scaffold	SAMEA5886040	12656753	{'InfraspeciesList': [], 'Sex': '', 'Isolate': '110_20782'}	164	NA	Inguinal	 ERS3674492	Switzerland	Not_contaminated
G_100627_0	G_100627	G_100627_0_v0.minimal.single_record.gbk	33830	62634	4100740	G_100627_r_46	Ruminococcus sp. AF21-3 AF21-3.Scaf14, whole genome shotgun sequence	QUGC01000014.1	False	0	NA	NA	NA	GCA_003478775.1	GCA_003478775.1_ASM347877v1_genomic.fna	Ruminococcus sp. AF21-3 (firmicutes)	Ruminococcus	Ruminococcus sp. AF21-3	Scaffold	SAMN09734427	9734427	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AF21-3'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_130017_0	G_130017	G_130017_0_v0.minimal.single_record.gbk	8839	8839	2545320	G_130017_r_47	Staphylococcus epidermidis strain SESURV_p0_217 NODE_40_length_8839_cov_419.06_ID_6705, whole genome shotgun sequence	VPMN01000040.1	False	0	NA	NA	NA	GCA_010150815.1	GCA_010150815.1_ASM1015081v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507688	12507688	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_217'}], 'Sex': '', 'Isolate': ''}	149.833	Homo sapiens	L_thumb	 SRS5257925	USA	Not_contaminated
G_99958_0	G_99958	G_99958_0_v0.minimal.single_record.gbk	56813	97640	3139978	G_99958_r_6	Porcincola intestinalis strain Oil+RF-744-WCA-WT-11 seq14, whole genome shotgun sequence	VULZ01000014.1	False	0	NA	NA	NA	GCA_009696445.1	GCA_009696445.1_ASM969644v1_genomic.fna	Porcincola intestinalis (firmicutes)	Porcincola	Porcincola intestinalis	Contig	SAMN12619123	12619123	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'Oil+RF-744-WCA-WT-11'}], 'Sex': '', 'Isolate': ''}	435	Sus scrofa (WT)	feces	NA	Germany: Freising	Not_contaminated
G_100479_0	G_100479	G_100479_0_v0.minimal.single_record.gbk	2900	2900	3648003	G_100479_r_65	Roseburia inulinivorans strain AM32-8LB AM32-8LB.Scaf68, whole genome shotgun sequence	QSIQ01000068.1	False	0	NA	NA	NA	GCA_003468625.1	GCA_003468625.1_ASM346862v1_genomic.fna	Roseburia inulinivorans (firmicutes)	Roseburia	Roseburia inulinivorans	Scaffold	SAMN09736447	9736447	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AM32-8LB'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_130249_0	G_130249	G_130249_0_v0.minimal.single_record.gbk	8839	8839	2537269	G_130249_r_31	Staphylococcus epidermidis strain SESURV_p0_8 NODE_38_length_8839_cov_488.297_ID_3576, whole genome shotgun sequence	VPFS01000038.1	False	0	NA	NA	NA	GCA_010154355.1	GCA_010154355.1_ASM1015435v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507511	12507511	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_8'}], 'Sex': '', 'Isolate': ''}	129.167	Homo sapiens	R_cheek	 SRS5257894	USA	Not_contaminated
G_124008_0	G_124008	G_124008_0_v0.minimal.single_record.gbk	8684	8684	2922747	G_124008_r_60	Staphylococcus aureus isolate 93_20312 genome assembly, contig: NODE_6, whole genome shotgun sequence	CAJENP010000060.1	False	0	NA	NA	NA	GCA_903990825.1	GCA_903990825.1_93_20312_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Scaffold	SAMEA5886258	12656970	{'InfraspeciesList': [], 'Sex': '', 'Isolate': '93_20312'}	120	NA	Inguinal	 ERS3674710	Switzerland	Not_contaminated
G_128944_0	G_128944	G_128944_0_v0.minimal.single_record.gbk	9915	9915	2538790	G_128944_r_22	Staphylococcus epidermidis strain 656_SEPI 1210_9915_387145_278_,635_,1083_, whole genome shotgun sequence	JUYI01000150.1	False	0	NA	NA	NA	GCA_001074895.1	GCA_001074895.1_ASM107489v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03197858	3197858	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '656_SEPI'}], 'Sex': '', 'Isolate': ''}	26	Homo sapiens	missing	 SRS747066	USA: WA	Not_contaminated
G_131974_0	G_131974	G_131974_0_v0.minimal.single_record.gbk	7710	7710	2513674	G_131974_r_18	Staphylococcus epidermidis strain 20MZ21-1 NODE_26_length_7710_cov_288.187868, whole genome shotgun sequence	JAIMRT010000026.1	False	0	NA	NA	NA	GCA_022003005.1	GCA_022003005.1_ASM2200300v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN20719979	20719979	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '20MZ21-1'}], 'Sex': '', 'Isolate': ''}	200	NA	not applicable	NA	China	Not_contaminated
G_6756_0	G_6756	G_6756_0_v0.minimal.single_record.gbk	38826	47693	4216544	G_6756_r_20	Blautia sp. OM07-19 OM07-19.Scaf27, whole genome shotgun sequence	QULA01000027.1	False	0	NA	NA	NA	GCA_003481595.1	GCA_003481595.1_ASM348159v1_genomic.fna	Blautia sp. OM07-19 (firmicutes)	Blautia	Blautia sp. OM07-19	Scaffold	SAMN09736835	9736835	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'OM07-19'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_50089_1	G_50089	G_50089_1_v0.minimal.single_record.gbk	13732	13732	2258013	G_50089_r_54	Limosilactobacillus reuteri strain GQ_1_7_1 scaffold147, whole genome shotgun sequence	JAJGWA010000147.1	False	0	NA	NA	NA	GCA_020785765.1	GCA_020785765.1_ASM2078576v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258591	22258591	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GQ_1_7_1'}], 'Sex': '', 'Isolate': ''}	500	Quail	NA	 SRS10629364	USA:Nebraska	Not_contaminated
G_50089_0	G_50089	G_50089_0_v0.minimal.single_record.gbk	24216	24216	2258013	G_50089_r_140	Limosilactobacillus reuteri strain GQ_1_7_1 scaffold80, whole genome shotgun sequence	JAJGWA010000080.1	False	0	NA	NA	NA	GCA_020785765.1	GCA_020785765.1_ASM2078576v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258591	22258591	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GQ_1_7_1'}], 'Sex': '', 'Isolate': ''}	500	Quail	NA	 SRS10629364	USA:Nebraska	Not_contaminated
G_49753_0	G_49753	G_49753_0_v0.minimal.single_record.gbk	12083	12083	2019217	G_49753_r_38	Limosilactobacillus ingluviei strain An777 An777_contig-115_32, whole genome shotgun sequence	JACLYX010000033.1	False	0	NA	NA	NA	GCA_016900495.1	GCA_016900495.1_ASM1690049v1_genomic.fna	Limosilactobacillus ingluviei (firmicutes)	Limosilactobacillus	Limosilactobacillus ingluviei	Contig	SAMN14913609	14913609	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An777'}], 'Sex': '', 'Isolate': ''}	327	Gallus gallus	NA	 SRS6659542	not applicable	Not_contaminated
G_49787_0	G_49787	G_49787_0_v0.minimal.single_record.gbk	16852	16852	2232947	G_49787_r_120	Lactobacillus reuteri strain 20-2 genome assembly, scaffold: scaf121, whole genome shotgun sequence	LN887625.1	False	0	NA	NA	NA	GCA_002888655.1	unplaced.scaf.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMEA3220431	4351633	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '20-2'}], 'Sex': '', 'Isolate': ''}	0	NA	feces of pig	 ERS646249	NA	Not_contaminated
G_132557_0	G_132557	G_132557_0_v0.minimal.single_record.gbk	25056	25056	2608869	G_132557_r_29	Staphylococcus haemolyticus genome assembly 7067_4#64, scaffold ERS066306.7067_4_64.29, whole genome shotgun sequence	CUDY01000029.1	False	0	NA	NA	NA	GCA_001239605.1	GCA_001239605.1_7067_4_64_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Contig	SAMEA1035049	788163	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '51-43'}], 'Sex': '', 'Isolate': ''}	89	Homo sapiens	blood	 ERS066306	Norway	Not_contaminated
G_105661_0	G_105661	G_105661_0_v0.minimal.single_record.gbk	26683	26683	3016278	G_105661_p_2	Staphylococcus aureus strain ER00573.3 plasmid unnamed2, complete sequence	CP030679.1	False	0	NA	NA	NA	GCA_008938015.1	GCA_008938015.1_ASM893801v1_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Complete Genome	SAMN09483923	9483923	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'ER00573.3'}], 'Sex': '', 'Isolate': ''}	167.637	Homo sapiens	blood	 SRS5130275	USA:New York City	Not_contaminated
G_49723_0	G_49723	G_49723_0_v0.minimal.single_record.gbk	42961	64983	1969635	G_49723_r_4	Limosilactobacillus oris strain DSM 108973 seq12, whole genome shotgun sequence	JADGID010000012.1	False	0	NA	NA	NA	GCA_015234165.1	GCA_015234165.1_ASM1523416v1_genomic.fna	Limosilactobacillus oris (firmicutes)	Limosilactobacillus	Limosilactobacillus oris	Contig	SAMN16401882	16401882	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DSM 108973'}], 'Sex': '', 'Isolate': ''}	30	Gallus gallus	gastrointestinal tract	NA	Germany: Aachen	Not_contaminated
G_130023_0	G_130023	G_130023_0_v0.minimal.single_record.gbk	8839	8839	2541555	G_130023_r_45	Staphylococcus epidermidis strain SESURV_p0_213 NODE_42_length_8839_cov_263.369_ID_4746, whole genome shotgun sequence	VPMJ01000042.1	False	0	NA	NA	NA	GCA_010150895.1	GCA_010150895.1_ASM1015089v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507684	12507684	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_213'}], 'Sex': '', 'Isolate': ''}	125.622	Homo sapiens	L_thumb	 SRS5257560	USA	Not_contaminated
G_48191_0	G_48191	G_48191_0_v0.minimal.single_record.gbk	8972	8972	2028849	G_48191_r_217	Lactobacillus sp. UMNPBX10 NODE_74_length_8972_cov_83.1195, whole genome shotgun sequence	PCZL01000074.1	False	0	NA	NA	NA	GCA_002553915.1	GCA_002553915.1_ASM255391v1_genomic.fna	Lactobacillus sp. UMNPBX10 (firmicutes)	Lactobacillus	Lactobacillus sp. UMNPBX10	Contig	SAMN07702361	7702361	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'UMNPBX10'}], 'Sex': '', 'Isolate': ''}	50	Meleagris gallopavo	ileum	NA	USA:Minnesota	Not_contaminated
G_97256_0	G_97256	G_97256_0_v0.minimal.single_record.gbk	63086	2615712	2782635	G_97256_r_8	Loigolactobacillus backii strain VTT E-123217 Scaffold_2_LbackE17, whole genome shotgun sequence	NAES01000002.1	False	0	NA	NA	NA	GCA_002770655.1	GCA_002770655.1_ASM277065v1_genomic.fna	Loigolactobacillus backii (firmicutes)	Loigolactobacillus	Loigolactobacillus backii	Scaffold	SAMN06053760	6053760	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'VTT E-123217'}], 'Sex': '', 'Isolate': ''}	50	NA	Beer bottle from 1840's shipwreck	NA	Finland: south of the Aland Islands	Not_contaminated
G_131247_0	G_131247	G_131247_0_v0.minimal.single_record.gbk	12867	12867	2545191	G_131247_p_5	Staphylococcus epidermidis strain HD33N28 HD33N28_plasmid_032, whole genome shotgun sequence	JACMCI010000006.1	False	0	NA	NA	NA	GCA_016884545.1	GCA_016884545.1_ASM1688454v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN15759621	15759621	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'HD33N28'}], 'Sex': '', 'Isolate': ''}	104.5	Homo sapiens	nose; prosthetic joint infection	NA	Germany: Hamburg	Not_contaminated
G_49852_0	G_49852	G_49852_0_v0.minimal.single_record.gbk	62876	1570268	2302234	G_49852_r_14	Limosilactobacillus reuteri strain 121 scf7180000000041quiver, whole genome shotgun sequence	MKQH01000014.1	False	0	NA	NA	NA	GCA_001889975.1	GCA_001889975.1_ASM188997v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05788099	5788099	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '121'}], 'Sex': '', 'Isolate': ''}	105.77	pig	NA	NA	Netherlands	Not_contaminated
G_49852_1	G_49852	G_49852_1_v0.minimal.single_record.gbk	57190	73966	2302234	G_49852_r_6	Limosilactobacillus reuteri strain 121 scf7180000000033quiver, whole genome shotgun sequence	MKQH01000006.1	False	0	NA	NA	NA	GCA_001889975.1	GCA_001889975.1_ASM188997v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05788099	5788099	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '121'}], 'Sex': '', 'Isolate': ''}	105.77	pig	NA	NA	Netherlands	Not_contaminated
G_130175_0	G_130175	G_130175_0_v0.minimal.single_record.gbk	8839	8839	2500729	G_130175_r_61	Staphylococcus epidermidis strain SESURV_p0_26 NODE_47_length_8839_cov_354.618_ID_7607, whole genome shotgun sequence	VPGH01000047.1	False	0	NA	NA	NA	GCA_010154025.1	GCA_010154025.1_ASM1015402v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507526	12507526	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_26'}], 'Sex': '', 'Isolate': ''}	98.4543	Homo sapiens	R_thumb	 SRS5257497	USA	Not_contaminated
G_132588_0	G_132588	G_132588_0_v0.minimal.single_record.gbk	9973	9973	2508661	G_132588_r_51	Staphylococcus haemolyticus genome assembly 7067_4#31, scaffold ERS066273.7067_4_31.51, whole genome shotgun sequence	CUCN01000051.1	False	0	NA	NA	NA	GCA_001236245.1	GCA_001236245.1_7067_4_31_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Scaffold	SAMEA1035082	788130	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '25-60'}], 'Sex': '', 'Isolate': ''}	98	Homo sapiens	blood	 ERS066273	Norway	Not_contaminated
G_49810_0	G_49810	G_49810_0_v0.minimal.single_record.gbk	32356	32356	1944677	G_49810_r_53	Limosilactobacillus reuteri strain KLR2004 NODE_20_length_32356_cov_3.10139_ID_8550, whole genome shotgun sequence	MIML01000053.1	False	0	NA	NA	NA	GCA_002128715.1	GCA_002128715.1_ASM212871v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751486	5751486	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR2004'}], 'Sex': '', 'Isolate': ''}	204	pig	feces	NA	South Korea	Not_contaminated
G_50052_0	G_50052	G_50052_0_v0.minimal.single_record.gbk	17634	17634	2336059	G_50052_r_18	Limosilactobacillus reuteri strain R.n.2-A scaffold114, whole genome shotgun sequence	JAJGTM010000114.1	False	0	NA	NA	NA	GCA_020784375.1	GCA_020784375.1_ASM2078437v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258657	22258657	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R.n.2-A'}], 'Sex': '', 'Isolate': ''}	500	Rattus norvegicus	NA	 SRS10629429	Canada:Edmonton	Not_contaminated
G_130015_0	G_130015	G_130015_0_v0.minimal.single_record.gbk	8839	8839	2544578	G_130015_r_40	Staphylococcus epidermidis strain SESURV_p0_210 NODE_38_length_8839_cov_322.37_ID_6048, whole genome shotgun sequence	VPMH01000038.1	False	0	NA	NA	NA	GCA_010150935.1	GCA_010150935.1_ASM1015093v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507682	12507682	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_210'}], 'Sex': '', 'Isolate': ''}	129.447	Homo sapiens	L_thumb	 SRS5257550	USA	Not_contaminated
G_132282_0	G_132282	G_132282_0_v0.minimal.single_record.gbk	8012	8012	2635031	G_132282_r_8	Staphylococcus epidermidis strain NCTC13360 genome assembly, contig: ERS654932SCcontig000001, whole genome shotgun sequence	UHDJ01000001.1	False	0	NA	NA	NA	GCA_900458515.1	GCA_900458515.1_35910_H01_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMEA3233552	3655798	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'NCTC13360'}], 'Sex': '', 'Isolate': ''}	100	not available	not available: to be reported later	 ERS654932	NA	Not_contaminated
G_136239_0	G_136239	G_136239_0_v0.minimal.single_record.gbk	10947	10947	2663567	G_136239_r_56	Staphylococcus sp. GDY8P85P GDY8P85P_contig_6, whole genome shotgun sequence	JAESLA010000006.1	False	0	NA	NA	NA	GCA_017892405.1	GCA_017892405.1_ASM1789240v1_genomic.fna	Staphylococcus sp. GDY8P85P (firmicutes)	Staphylococcus	Staphylococcus sp. GDY8P85P	Scaffold	SAMN17379285	17379285	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GDY8P85P'}], 'Sex': '', 'Isolate': ''}	1006	pig	NA	NA	China:Guangdong	Not_contaminated
G_130926_0	G_130926	G_130926_0_v0.minimal.single_record.gbk	11846	11846	2542657	G_130926_r_17	Staphylococcus epidermidis strain R5955 contig00017, whole genome shotgun sequence	JACGQP010000017.1	False	0	NA	NA	NA	GCA_015273735.1	GCA_015273735.1_ASM1527373v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN15665280	15665280	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R5955'}], 'Sex': '', 'Isolate': ''}	40	Homo sapiens	skin swab1532 from squamous cell carcinomas patient MST015	 SRS7110287	Australia: Brisbane	Not_contaminated
