query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
G_6995_0_11_Butyricicoccus_sp._AM29-23AC	1121334.KB911084_gene487	2.49e-145	422.0	COG3547@1|root,COG3547@2|Bacteria,1TPSP@1239|Firmicutes,24AH4@186801|Clostridia,3WGYW@541000|Ruminococcaceae	186801|Clostridia	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
G_6995_0_12_Butyricicoccus_sp._AM29-23AC	768706.Desor_2316	7.32e-15	70.5	COG3668@1|root,COG3668@2|Bacteria,1VART@1239|Firmicutes,24QXP@186801|Clostridia,265GS@186807|Peptococcaceae	186801|Clostridia	S	PFAM plasmid	-	-	-	-	-	-	-	-	-	-	-	-	ParE_toxin
G_6995_0_13_Butyricicoccus_sp._AM29-23AC	1123288.SOV_6c00370	1.54e-33	118.0	COG2161@1|root,COG2161@2|Bacteria,1VG28@1239|Firmicutes,4H5ST@909932|Negativicutes	909932|Negativicutes	D	Antitoxin Phd_YefM, type II toxin-antitoxin system	-	-	-	-	-	-	-	-	-	-	-	-	PhdYeFM_antitox
G_6995_0_14_Butyricicoccus_sp._AM29-23AC	1519439.JPJG01000034_gene1573	4.65e-136	391.0	2BYUU@1|root,2Z7P3@2|Bacteria,1UYDK@1239|Firmicutes,249UN@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6995_0_15_Butyricicoccus_sp._AM29-23AC	1519439.JPJG01000034_gene1572	8.99e-62	195.0	2C0W2@1|root,306ZY@2|Bacteria,1V5YY@1239|Firmicutes,24I0Q@186801|Clostridia	186801|Clostridia	-	-	-	-	-	ko:K07726	-	-	-	-	ko00000,ko03000	-	-	-	HTH_3,HTH_7,MqsA_antitoxin
G_6995_0_16_Butyricicoccus_sp._AM29-23AC	397288.C806_01989	2.46e-31	115.0	COG1672@1|root,COG1672@2|Bacteria,1TQQ5@1239|Firmicutes,24918@186801|Clostridia,27KEB@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Predicted AAA-ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AAA-ATPase_like,PDDEXK_9
G_6995_0_17_Butyricicoccus_sp._AM29-23AC	622312.ROSEINA2194_02519	8.1e-214	604.0	COG1672@1|root,COG1672@2|Bacteria,1TQQ5@1239|Firmicutes,24918@186801|Clostridia	186801|Clostridia	M	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AAA-ATPase_like,PDDEXK_9
G_49810_0_1_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3073	7.71e-209	584.0	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4H9NW@91061|Bacilli,3F4TJ@33958|Lactobacillaceae	91061|Bacilli	L	PFAM RNA-directed DNA polymerase (Reverse transcriptase)	-	-	-	-	-	-	-	-	-	-	-	-	GIIM,RVT_1
G_49810_0_2_Limosilactobacillus_reuteri	1235801.C822_01790	1.8e-215	676.0	COG3867@1|root,COG5263@1|root,COG3867@2|Bacteria,COG5263@2|Bacteria,1TQDZ@1239|Firmicutes,4HBYA@91061|Bacilli	91061|Bacilli	G	arabinogalactan	ganB	-	3.2.1.89	ko:K01224	-	-	-	-	ko00000,ko01000	-	-	-	Big_4,Glyco_hydro_53,SLH
G_49810_0_3_Limosilactobacillus_reuteri	1423814.HMPREF0549_1524	1.28e-83	282.0	COG5263@1|root,COG5263@2|Bacteria	2|Bacteria	S	dextransucrase activity	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,CW_binding_1,GBS_Bsp-like,Glyco_hydro_25,Peptidase_C39_2,Peptidase_C70,SLH
G_49810_0_5_Limosilactobacillus_reuteri	324831.LGAS_1488	1.31e-130	377.0	COG3023@1|root,COG3757@1|root,COG3023@2|Bacteria,COG3757@2|Bacteria,1V1TE@1239|Firmicutes,4I2AF@91061|Bacilli,3F5T1@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyl hydrolases family 25	-	-	-	-	-	-	-	-	-	-	-	-	CW_7,Glyco_hydro_25
G_49810_0_12_Limosilactobacillus_reuteri	326425.lhe_0036	8.77e-16	70.9	29PP2@1|root,30AMM@2|Bacteria,1U6VC@1239|Firmicutes,4IGP8@91061|Bacilli,3F8JJ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49810_0_13_Limosilactobacillus_reuteri	326425.lhe_0037	8.85e-147	430.0	COG0582@1|root,COG0582@2|Bacteria,1U59Y@1239|Firmicutes,4IF1G@91061|Bacilli,3F5BK@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
G_49810_0_14_Limosilactobacillus_reuteri	557436.Lreu_0161	2.03e-307	839.0	COG0477@1|root,COG0477@2|Bacteria,1TQIJ@1239|Firmicutes,4HAM0@91061|Bacilli,3FCBR@33958|Lactobacillaceae	91061|Bacilli	EGP	MFS transporter, metabolite H symporter (MHS) family protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
G_49810_0_15_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5003	3e-168	471.0	COG1028@1|root,COG1028@2|Bacteria,1TPHT@1239|Firmicutes,4HVYE@91061|Bacilli,3FC9Q@33958|Lactobacillaceae	91061|Bacilli	IQ	dehydrogenase reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
G_49810_0_16_Limosilactobacillus_reuteri	557436.Lreu_0163	3.88e-50	158.0	2BV51@1|root,32QIB@2|Bacteria,1U6PW@1239|Firmicutes,4IGGV@91061|Bacilli,3F89X@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49810_0_17_Limosilactobacillus_reuteri	557436.Lreu_0164	1.63e-148	418.0	COG2910@1|root,COG2910@2|Bacteria,1TZ3T@1239|Firmicutes,4HVUN@91061|Bacilli,3F5K7@33958|Lactobacillaceae	91061|Bacilli	S	NAD(P)H-binding	-	-	-	ko:K07118	-	-	-	-	ko00000	-	-	-	NAD_binding_10
G_49810_0_18_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5006	2.69e-51	161.0	COG4892@1|root,COG4892@2|Bacteria	2|Bacteria	S	Cytochrome b5-like Heme/Steroid binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Cyt-b5
G_49810_0_19_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5007	0.0	890.0	COG1757@1|root,COG1757@2|Bacteria,1TQ3B@1239|Firmicutes,4HA18@91061|Bacilli,3F3VX@33958|Lactobacillaceae	91061|Bacilli	C	Na H antiporter NhaC	nhaC	-	-	ko:K03315	-	-	-	-	ko00000,ko02000	2.A.35	-	-	Na_H_antiporter
G_49810_0_20_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5010	3.74e-136	392.0	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,4H9WP@91061|Bacilli	91061|Bacilli	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	yeaB	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
G_49810_0_21_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5010	3.66e-78	241.0	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,4H9WP@91061|Bacilli	91061|Bacilli	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	yeaB	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
G_49810_0_23_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5012	1.24e-132	375.0	COG3545@1|root,COG3545@2|Bacteria,1V6R4@1239|Firmicutes,4HVF4@91061|Bacilli,3FBQF@33958|Lactobacillaceae	91061|Bacilli	S	Serine hydrolase	-	-	-	ko:K07002	-	-	-	-	ko00000	-	-	-	Ser_hydrolase
G_49810_0_24_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5013	4.16e-56	178.0	COG3223@1|root,COG3223@2|Bacteria,1VCG5@1239|Firmicutes,4HKQN@91061|Bacilli,3FBQN@33958|Lactobacillaceae	91061|Bacilli	S	Phosphate-starvation-inducible E	psiE	-	-	ko:K13256	-	-	-	-	ko00000	-	-	-	PsiE
G_49810_0_25_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5014	8.69e-182	506.0	COG0149@1|root,COG0149@2|Bacteria,1TP2F@1239|Firmicutes,4HAPT@91061|Bacilli,3F494@33958|Lactobacillaceae	91061|Bacilli	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
G_49810_0_26_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5015	7.38e-225	620.0	COG4989@1|root,COG4989@2|Bacteria,1TQ12@1239|Firmicutes,4HA57@91061|Bacilli,3F4U1@33958|Lactobacillaceae	91061|Bacilli	S	Aldo keto reductase	ydhF	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
G_49810_0_27_Limosilactobacillus_reuteri	557436.Lreu_0173	4.51e-101	294.0	COG0671@1|root,COG0671@2|Bacteria,1VB2R@1239|Firmicutes,4HM3J@91061|Bacilli,3F7AV@33958|Lactobacillaceae	91061|Bacilli	I	PAP2 superfamily	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
G_49810_0_28_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5017	0.0	1846.0	COG1061@1|root,COG3886@1|root,COG1061@2|Bacteria,COG3886@2|Bacteria,1TQ62@1239|Firmicutes,4HAJ1@91061|Bacilli,3F3YQ@33958|Lactobacillaceae	91061|Bacilli	L	Helicase C-terminal domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF3427,Helicase_C,PLDc_2,ResIII
G_49810_0_30_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5019	0.0	873.0	COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,4HBZF@91061|Bacilli,3FC6T@33958|Lactobacillaceae	91061|Bacilli	C	Pyridine nucleotide-disulfide oxidoreductase	-	-	1.8.1.7	ko:K00383,ko:K21739	ko00480,ko04918,map00480,map04918	-	R00094,R00115	RC00011	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
G_132158_0_1_Staphylococcus_epidermidis	176279.SERP1579	2.14e-94	278.0	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,4GX8U@90964|Staphylococcaceae	91061|Bacilli	L	COG3316 Transposase and inactivated derivatives	tnp1216	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS240
G_132158_0_4_Staphylococcus_epidermidis	1194526.A284_11640	2.14e-59	188.0	29I65@1|root,3056Y@2|Bacteria,1TXTN@1239|Firmicutes,4I73N@91061|Bacilli,4GZX4@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11
G_132158_0_9_Staphylococcus_epidermidis	1220551.SCHR_11194	1.62e-194	540.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,4HAQ1@91061|Bacilli,4GXCV@90964|Staphylococcaceae	91061|Bacilli	V	beta-lactamase	penP	GO:0005575,GO:0005576	3.5.2.6	ko:K17836,ko:K18766	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
G_132158_0_10_Staphylococcus_epidermidis	1220551.SCHR_11199	0.0	1090.0	COG2602@1|root,COG4219@1|root,COG2602@2|Bacteria,COG4219@2|Bacteria,1TP3Z@1239|Firmicutes,4HB9X@91061|Bacilli,4GX27@90964|Staphylococcaceae	91061|Bacilli	KTV	Regulatory protein BlaR1	blaR1	-	-	ko:K02172	ko01501,map01501	M00627	-	-	ko00000,ko00001,ko00002,ko01002,ko01504	-	-	-	Peptidase_M56,Transpeptidase
G_132158_0_11_Staphylococcus_epidermidis	1220551.SCHR_11204	7.21e-81	240.0	COG3682@1|root,COG3682@2|Bacteria,1V7EY@1239|Firmicutes,4HIKG@91061|Bacilli,4GYZM@90964|Staphylococcaceae	91061|Bacilli	K	Penicillinase repressor	blaI	-	-	ko:K02171	ko01501,map01501	M00627	-	-	ko00000,ko00001,ko00002,ko01504,ko03000	-	-	-	Penicillinase_R
G_130030_0_2_Staphylococcus_epidermidis	1231377.C426_2015	2.54e-41	146.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_128888_0_1_Staphylococcus_epidermidis	279808.SH1947	2.2e-175	489.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_128888_0_8_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_49671_0_1_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene936	1.89e-90	265.0	COG0071@1|root,COG0071@2|Bacteria,1VG0E@1239|Firmicutes,4HPDH@91061|Bacilli,3F7DR@33958|Lactobacillaceae	91061|Bacilli	O	Belongs to the small heat shock protein (HSP20) family	hsp1	-	-	ko:K13993	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	HSP20
G_49671_0_2_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene937	6.98e-102	300.0	COG1388@1|root,COG1388@2|Bacteria,1V773@1239|Firmicutes,4HIJG@91061|Bacilli,3F3JQ@33958|Lactobacillaceae	91061|Bacilli	M	LysM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	LysM,SLAP
G_49671_0_3_Limosilactobacillus_coleohominis	585524.HMPREF0493_0637	7.24e-20	85.1	COG1396@1|root,COG1396@2|Bacteria,1UUUD@1239|Firmicutes,4I3X4@91061|Bacilli,3F8QF@33958|Lactobacillaceae	91061|Bacilli	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
G_49671_0_16_Limosilactobacillus_coleohominis	1000570.HMPREF9966_0759	5.05e-101	313.0	COG0582@1|root,COG0582@2|Bacteria,1UB49@1239|Firmicutes,4HCM3@91061|Bacilli,42E8W@671232|Streptococcus anginosus group	91061|Bacilli	L	Phage integrase SAM-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_3,Phage_int_SAM_5,Phage_integrase
G_49671_0_17_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene938	1.14e-293	804.0	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,4HCX6@91061|Bacilli,3FC8X@33958|Lactobacillaceae	91061|Bacilli	F	Permease	-	-	-	ko:K03458	-	-	-	-	ko00000	2.A.40	-	-	Xan_ur_permease
G_49671_0_18_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene939	0.0	922.0	COG0719@1|root,COG0719@2|Bacteria,1TQ21@1239|Firmicutes,4HA1Z@91061|Bacilli,3F44I@33958|Lactobacillaceae	91061|Bacilli	O	assembly protein SufB	sufB	-	-	ko:K07033,ko:K09014	-	-	-	-	ko00000	-	-	-	UPF0051
G_49671_0_19_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene940	1.04e-216	605.0	COG0719@1|root,COG0719@2|Bacteria,1TRT0@1239|Firmicutes,4HB6W@91061|Bacilli,3F4BR@33958|Lactobacillaceae	91061|Bacilli	O	FeS assembly protein SufD	sufD	-	-	ko:K07033,ko:K09015	-	-	-	-	ko00000	-	-	-	UPF0051
G_49671_0_20_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene941	9.93e-167	468.0	COG0396@1|root,COG0396@2|Bacteria,1TQ98@1239|Firmicutes,4HAD9@91061|Bacilli,3F3XT@33958|Lactobacillaceae	91061|Bacilli	O	FeS assembly ATPase SufC	sufC	-	-	ko:K09013	-	-	-	-	ko00000,ko02000	-	-	-	ABC_tran
G_49671_0_21_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene942	2.65e-139	393.0	COG0602@1|root,COG0602@2|Bacteria,1V1HG@1239|Firmicutes,4HGJ9@91061|Bacilli,3F46H@33958|Lactobacillaceae	91061|Bacilli	O	Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	nrdG	-	1.97.1.4	ko:K04068	-	-	R04710	-	ko00000,ko01000	-	-	-	Fer4_12,Radical_SAM
G_49671_0_22_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene943	0.0	1466.0	COG1328@1|root,COG1328@2|Bacteria,1TR9K@1239|Firmicutes,4HBIY@91061|Bacilli,3F435@33958|Lactobacillaceae	91061|Bacilli	F	Ribonucleoside-triphosphate reductase	nrdD	-	1.1.98.6	ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-cone,NRDD
G_49671_0_23_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene944	3.99e-140	398.0	COG0765@1|root,COG0765@2|Bacteria,1TPM3@1239|Firmicutes,4HAS2@91061|Bacilli,3F48Y@33958|Lactobacillaceae	91061|Bacilli	P	ABC transporter permease	arpJ	-	-	ko:K02029,ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1,SBP_bac_3
G_49671_0_24_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene945	4.32e-159	450.0	COG0834@1|root,COG0834@2|Bacteria,1TT16@1239|Firmicutes,4HD16@91061|Bacilli,3F4YD@33958|Lactobacillaceae	91061|Bacilli	ET	Bacterial periplasmic substrate-binding proteins	artP	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
G_49671_0_25_Limosilactobacillus_coleohominis	575594.ACOH01000003_gene946	4.46e-70	221.0	COG0569@1|root,COG0569@2|Bacteria,1UJBH@1239|Firmicutes,4ITNB@91061|Bacilli,3FBX7@33958|Lactobacillaceae	91061|Bacilli	P	Ion transport protein	-	-	-	ko:K10716	-	-	-	-	ko00000,ko02000	1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6	-	-	Ion_trans,Ion_trans_2
G_49844_0_5_Limosilactobacillus_reuteri	904293.HMPREF9176_1601	3.34e-103	318.0	COG0582@1|root,COG0582@2|Bacteria,1UB49@1239|Firmicutes,4HCM3@91061|Bacilli	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_3,Phage_int_SAM_5,Phage_integrase
G_49844_0_9_Limosilactobacillus_reuteri	405566.lhv_2015	8.39e-77	236.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,3FBF8@33958|Lactobacillaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_128803_0_1_Staphylococcus_epidermidis	279808.SH1947	2.2e-175	489.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_128803_0_8_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_128803_0_10_Staphylococcus_epidermidis	1194526.A284_10600	0.0	1120.0	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
G_128803_0_11_Staphylococcus_epidermidis	279808.SH1947	2.2e-175	489.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
